"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.608215182E1,3.185445070E-1,1.914258115E-2,9.844670296E0,9.849841129E0
1.608458156E1,3.281157911E-1,4.307080805E-2,9.837491989E0,9.843056624E0
1.608701136E1,3.161516786E-1,4.067798331E-2,9.844670296E0,9.849829431E0
1.608944110E1,3.209373355E-1,4.785645381E-2,9.839884758E0,9.845233520E0
1.609187084E1,3.281157911E-1,4.785645381E-2,9.854242325E0,9.859819573E0
1.609430063E1,3.233301640E-1,5.982056633E-2,9.847063065E0,9.852551542E0
1.609673037E1,3.017947674E-1,5.264209956E-2,9.844670296E0,9.849435745E0
1.609916011E1,3.209373355E-1,4.307080805E-2,9.835099220E0,9.840428473E0
1.610158990E1,3.233301640E-1,3.828516230E-2,9.851848602E0,9.857227249E0
1.610401964E1,3.209373355E-1,4.067798331E-2,9.847063065E0,9.852375676E0
1.610644943E1,3.161516786E-1,4.546362907E-2,9.856635094E0,9.861808870E0
1.610887917E1,3.209373355E-1,4.307080805E-2,9.849455833E0,9.854777323E0
1.611130891E1,3.352942765E-1,5.024927482E-2,9.847063065E0,9.852897961E0
1.611373870E1,3.352942765E-1,4.546362907E-2,9.847063065E0,9.852874717E0
1.611616844E1,3.233301640E-1,5.024927482E-2,9.849455833E0,9.854889528E0
1.611859823E1,3.305086195E-1,5.024927482E-2,9.842277527E0,9.847953486E0
1.612102797E1,3.209373355E-1,5.742774159E-2,9.835099220E0,9.840501786E0
1.612345771E1,3.352942765E-1,5.503492057E-2,9.839884758E0,9.845749496E0
1.612588750E1,3.352942765E-1,4.067798331E-2,9.849455833E0,9.855245160E0
1.612831724E1,3.352942765E-1,4.067798331E-2,9.837491989E0,9.843288352E0
1.613074698E1,3.233301640E-1,4.067798331E-2,9.842277527E0,9.847670994E0
1.613317677E1,3.305086195E-1,6.221338734E-2,9.839884758E0,9.845630427E0
1.613560651E1,3.233301640E-1,5.503492057E-2,9.849455833E0,9.854915091E0
1.613803630E1,3.113660514E-1,4.785645381E-2,9.847063065E0,9.852100794E0
1.614046604E1,3.065803945E-1,3.828516230E-2,9.844670296E0,9.849517274E0
1.614289578E1,3.161516786E-1,3.589234129E-2,9.844670296E0,9.849810829E0
1.614532558E1,3.089732230E-1,5.264209956E-2,9.849455833E0,9.854441428E0
1.614775531E1,3.185445070E-1,4.785645381E-2,9.851848602E0,9.857113255E0
1.615018511E1,3.185445070E-1,4.546362907E-2,9.849455833E0,9.854710435E0
1.615261485E1,3.233301640E-1,5.503492057E-2,9.847063065E0,9.852523648E0
1.615504459E1,3.281157911E-1,4.785645381E-2,9.842277527E0,9.847861551E0
1.615747438E1,3.185445070E-1,2.153540403E-2,9.837491989E0,9.842671538E0
1.615990412E1,3.185445070E-1,3.110669367E-2,9.847063065E0,9.852263153E0
1.616233386E1,3.185445070E-1,3.349951655E-2,9.849455833E0,9.854662502E0
1.616476365E1,3.281157911E-1,4.067798331E-2,9.839884758E0,9.845437863E0
1.616719339E1,3.329014480E-1,3.589234129E-2,9.837491989E0,9.843188522E0
1.616962318E1,3.233301640E-1,2.871387079E-2,9.847063065E0,9.852411780E0
1.617205292E1,3.089732230E-1,3.110669367E-2,9.849455833E0,9.854349917E0
1.617448266E1,3.185445070E-1,4.785645381E-2,9.837491989E0,9.842764321E0
1.617691245E1,3.233301640E-1,3.589234129E-2,9.847063065E0,9.852435316E0
1.617934219E1,3.448655605E-1,3.589234129E-2,9.837491989E0,9.843600416E0
1.618177193E1,3.400799036E-1,4.785645381E-2,9.835099220E0,9.841093499E0
1.618420172E1,3.352942765E-1,4.546362907E-2,9.830313683E0,9.836135231E0
1.618663146E1,3.209373355E-1,4.067798331E-2,9.839884758E0,9.845201243E0
1.618906120E1,3.185445070E-1,4.785645381E-2,9.847063065E0,9.852330275E0
1.619149099E1,3.329014480E-1,4.307080805E-2,9.859027863E0,9.864740689E0
1.619392073E1,3.400799036E-1,5.264209956E-2,9.842277527E0,9.848291854E0
1.619635052E1,3.305086195E-1,5.742774159E-2,9.842277527E0,9.847992730E0
1.619878026E1,3.281157911E-1,6.460621208E-2,9.839884758E0,9.845565803E0
1.620121000E1,3.496512175E-1,5.742774159E-2,9.856635094E0,9.863002042E0
1.620363979E1,3.400799036E-1,5.264209956E-2,9.849455833E0,9.855465780E0
1.620606953E1,3.305086195E-1,4.067798331E-2,9.847063065E0,9.852692101E0
1.620849933E1,3.113660514E-1,4.307080805E-2,9.847063065E0,9.852078710E0
1.621092906E1,3.113660514E-1,4.785645381E-2,9.844670296E0,9.849709249E0
1.621335880E1,3.137588799E-1,4.546362907E-2,9.849455833E0,9.854556905E0
1.621578860E1,3.233301640E-1,5.503492057E-2,9.847063065E0,9.852523648E0
1.621821834E1,3.137588799E-1,5.503492057E-2,9.844670296E0,9.849822674E0
1.622064813E1,3.305086195E-1,4.307080805E-2,9.849455833E0,9.855093671E0
1.622307787E1,3.424727321E-1,5.024927482E-2,9.842277527E0,9.848362274E0
1.622550761E1,3.424727321E-1,4.546362907E-2,9.832706451E0,9.838773840E0
1.622793740E1,3.448655605E-1,3.828516230E-2,9.832706451E0,9.838826870E0
1.623036714E1,3.281157911E-1,3.589234129E-2,9.839884758E0,9.845419254E0
1.623279688E1,3.233301640E-1,4.785645381E-2,9.842277527E0,9.847703263E0
1.623522667E1,3.329014480E-1,5.024927482E-2,9.849455833E0,9.855208196E0
1.623765641E1,3.400799036E-1,5.982056633E-2,9.851848602E0,9.857898038E0
1.624008620E1,3.209373355E-1,5.503492057E-2,9.847063065E0,9.852445413E0
1.624251594E1,3.305086195E-1,6.460621208E-2,9.847063065E0,9.852819947E0
1.624494568E1,3.400799036E-1,4.785645381E-2,9.844670296E0,9.850658750E0
1.624737547E1,3.352942765E-1,3.828516230E-2,9.844670296E0,9.850452844E0
1.624980521E1,3.281157911E-1,6.699903309E-2,9.839884758E0,9.845581796E0
1.625223495E1,3.233301640E-1,5.982056633E-2,9.830313683E0,9.835811507E0
1.625466474E1,3.209373355E-1,3.828516230E-2,9.842277527E0,9.847583127E0
1.625709448E1,3.209373355E-1,4.067798331E-2,9.839884758E0,9.845201243E0
1.625952422E1,3.352942765E-1,4.785645381E-2,9.849455833E0,9.855277404E0
1.626195401E1,3.185445070E-1,4.546362907E-2,9.854242325E0,9.859494376E0
1.626438375E1,3.257229924E-1,5.024927482E-2,9.861420631E0,9.866926438E0
1.626681354E1,3.185445070E-1,3.828516230E-2,9.854242325E0,9.859463888E0
1.626924328E1,3.161516786E-1,4.307080805E-2,9.849455833E0,9.854622631E0
1.627167302E1,3.185445070E-1,3.110669367E-2,9.842277527E0,9.847480142E0
1.627410281E1,3.185445070E-1,4.785645381E-2,9.835099220E0,9.840372834E0
1.627653255E1,3.161516786E-1,4.546362907E-2,9.839884758E0,9.845067337E0
1.627896234E1,3.065803945E-1,3.110669367E-2,9.835099220E0,9.839925601E0
1.628139208E1,3.137588799E-1,5.742774159E-2,9.842277527E0,9.847444821E0
1.628382182E1,3.185445070E-1,5.742774159E-2,9.842277527E0,9.847598462E0
1.628625162E1,3.257229924E-1,5.742774159E-2,9.835099220E0,9.840659027E0
1.628868136E1,3.257229924E-1,4.785645381E-2,9.844670296E0,9.850173549E0
1.629111110E1,3.185445070E-1,4.546362907E-2,9.849455833E0,9.854710435E0
1.629354089E1,3.209373355E-1,4.067798331E-2,9.832706451E0,9.838026816E0
1.629597063E1,3.257229924E-1,3.349951655E-2,9.842277527E0,9.847722813E0
1.629840042E1,3.113660514E-1,5.024927482E-2,9.832706451E0,9.837763464E0
1.630083016E1,3.257229924E-1,6.460621208E-2,9.837491989E0,9.843094943E0
1.630325990E1,3.329014480E-1,5.024927482E-2,9.844670296E0,9.850425452E0
1.630568969E1,3.329014480E-1,4.546362907E-2,9.842277527E0,9.848010826E0
1.630811943E1,3.448655605E-1,3.589234129E-2,9.842277527E0,9.848382986E0
1.631054917E1,3.329014480E-1,3.349951655E-2,9.835099220E0,9.840788701E0
1.631297896E1,3.137588799E-1,4.307080805E-2,9.844670296E0,9.849763092E0
1.631540870E1,3.017947674E-1,4.546362907E-2,9.844670296E0,9.849399995E0
1.631783844E1,3.281157911E-1,5.503492057E-2,9.851848602E0,9.857464669E0
1.632026823E1,3.352942765E-1,5.503492057E-2,9.854242325E0,9.860098523E0
1.632269797E1,3.137588799E-1,5.503492057E-2,9.847063065E0,9.852214191E0
1.632512776E1,3.233301640E-1,5.024927482E-2,9.839884758E0,9.845323734E0
1.632755750E1,3.209373355E-1,5.024927482E-2,9.844670296E0,9.850028375E0
1.632998724E1,3.233301640E-1,5.264209956E-2,9.832706451E0,9.838161909E0
1.633241703E1,3.209373355E-1,5.024927482E-2,9.823135376E0,9.828505195E0
1.633484677E1,3.233301640E-1,4.546362907E-2,9.827920914E0,9.833343217E0
1.633727651E1,3.281157911E-1,4.546362907E-2,9.835099220E0,9.840675972E0
1.633970630E1,3.209373355E-1,4.785645381E-2,9.835099220E0,9.840450583E0
1.634213604E1,3.233301640E-1,5.742774159E-2,9.854242325E0,9.859712579E0
1.634456584E1,3.257229924E-1,4.785645381E-2,9.842277527E0,9.847782117E0
1.634699558E1,3.257229924E-1,3.828516230E-2,9.847063065E0,9.852523140E0
1.634942531E1,3.233301640E-1,2.871387079E-2,9.849455833E0,9.854803250E0
1.635185511E1,3.113660514E-1,4.785645381E-2,9.842277527E0,9.847317705E0
1.635428485E1,3.089732230E-1,3.828516230E-2,9.839884758E0,9.844808899E0
1.635671459E1,3.305086195E-1,4.067798331E-2,9.854242325E0,9.859867263E0
1.635914438E1,3.352942765E-1,4.546362907E-2,9.847063065E0,9.852874717E0
1.636157412E1,3.448655605E-1,5.742774159E-2,9.844670296E0,9.850876277E0
1.636400391E1,3.400799036E-1,4.785645381E-2,9.842277527E0,9.848267436E0
1.636643365E1,3.281157911E-1,3.828516230E-2,9.854242325E0,9.859777762E0
1.636886339E1,3.305086195E-1,4.067798331E-2,9.844670296E0,9.850300700E0
1.637129318E1,3.185445070E-1,3.589234129E-2,9.832706451E0,9.837930424E0
1.637372292E1,3.185445070E-1,3.349951655E-2,9.839884758E0,9.845096489E0
1.637615266E1,3.233301640E-1,3.349951655E-2,9.842277527E0,9.847643958E0
1.637858245E1,3.281157911E-1,3.589234129E-2,9.844670296E0,9.850202103E0
1.638101219E1,3.329014480E-1,3.828516230E-2,9.844670296E0,9.850371686E0
1.638344198E1,3.329014480E-1,3.828516230E-2,9.839884758E0,9.845588920E0
1.638587172E1,3.329014480E-1,5.982056633E-2,9.847063065E0,9.852870286E0
1.638830146E1,3.400799036E-1,4.785645381E-2,9.835099220E0,9.841093499E0
1.639073125E1,3.400799036E-1,5.264209956E-2,9.832706451E0,9.838726630E0
1.639316099E1,3.376871049E-1,3.828516230E-2,9.839884758E0,9.845751895E0
1.639559073E1,3.281157911E-1,4.067798331E-2,9.842277527E0,9.847829283E0
1.639802052E1,3.233301640E-1,5.503492057E-2,9.849455833E0,9.854915091E0
1.640045026E1,3.305086195E-1,5.264209956E-2,9.849455833E0,9.855140149E0
1.640288005E1,3.376871049E-1,3.589234129E-2,9.856635094E0,9.862483268E0
1.640530979E1,3.448655605E-1,4.307080805E-2,9.856635094E0,9.862760401E0
1.640773953E1,3.281157911E-1,5.503492057E-2,9.859027863E0,9.864639842E0
1.641016933E1,3.185445070E-1,4.307080805E-2,9.851848602E0,9.857091182E0
1.641259906E1,3.352942765E-1,5.024927482E-2,9.851848602E0,9.857680667E0
1.641502880E1,3.329014480E-1,3.828516230E-2,9.847063065E0,9.852763071E0
1.641745860E1,3.233301640E-1,4.785645381E-2,9.835099220E0,9.840528914E0
1.641988834E1,3.448655605E-1,4.067798331E-2,9.835099220E0,9.841227750E0
1.642231808E1,3.185445070E-1,4.067798331E-2,9.842277527E0,9.847515028E0
1.642474787E1,3.400799036E-1,4.307080805E-2,9.835099220E0,9.841071390E0
1.642717761E1,3.281157911E-1,4.546362907E-2,9.837491989E0,9.843067385E0
1.642960740E1,3.161516786E-1,3.828516230E-2,9.842277527E0,9.847428322E0
1.643203714E1,3.257229924E-1,4.785645381E-2,9.847063065E0,9.852564981E0
1.643446688E1,3.161516786E-1,5.742774159E-2,9.851848602E0,9.857087334E0
1.643689667E1,3.161516786E-1,5.264209956E-2,9.851848602E0,9.857060614E0
1.643932641E1,3.161516786E-1,5.264209956E-2,9.837491989E0,9.842711604E0
1.644175615E1,3.089732230E-1,4.785645381E-2,9.839884758E0,9.844850773E0
1.644418594E1,3.161516786E-1,4.307080805E-2,9.847063065E0,9.852231117E0
1.644661568E1,3.257229924E-1,5.264209956E-2,9.837491989E0,9.843023687E0
1.644904547E1,3.137588799E-1,5.742774159E-2,9.847063065E0,9.852227848E0
1.645147521E1,3.161516786E-1,4.546362907E-2,9.839884758E0,9.845067337E0
1.645390495E1,3.089732230E-1,2.392822690E-2,9.844670296E0,9.849546702E0
1.645633474E1,3.305086195E-1,3.349951655E-2,9.842277527E0,9.847882264E0
1.645876448E1,3.424727321E-1,3.589234129E-2,9.844670296E0,9.850690791E0
1.646119422E1,3.352942765E-1,4.307080805E-2,9.849455833E0,9.855255327E0
1.646362401E1,3.185445070E-1,5.503492057E-2,9.849455833E0,9.854759239E0
1.646605375E1,2.946162820E-1,4.067798331E-2,9.839884758E0,9.844378371E0
1.646848354E1,3.113660514E-1,4.785645381E-2,9.835099220E0,9.840143075E0
1.647091328E1,3.137588799E-1,4.785645381E-2,9.830313683E0,9.835436034E0
1.647334302E1,3.305086195E-1,5.982056633E-2,9.835099220E0,9.840832847E0
1.647577281E1,3.209373355E-1,5.264209956E-2,9.849455833E0,9.854823803E0
1.647820255E1,3.233301640E-1,4.067798331E-2,9.851848602E0,9.857236833E0
1.648063229E1,3.185445070E-1,4.067798331E-2,9.839884758E0,9.845123532E0
1.648306208E1,3.281157911E-1,3.589234129E-2,9.844670296E0,9.850202103E0
1.648549182E1,3.257229924E-1,5.503492057E-2,9.847063065E0,9.852602464E0
1.648792156E1,3.305086195E-1,4.307080805E-2,9.837491989E0,9.843136679E0
1.649035136E1,3.257229924E-1,4.307080805E-2,9.835099220E0,9.840585716E0
1.649278110E1,3.376871049E-1,5.024927482E-2,9.844670296E0,9.850588348E0
1.649521089E1,3.257229924E-1,4.546362907E-2,9.854242325E0,9.859728911E0
1.649764063E1,3.113660514E-1,4.067798331E-2,9.849455833E0,9.854460093E0
1.650007037E1,3.065803945E-1,2.871387079E-2,9.851848602E0,9.856659521E0
1.650250016E1,3.281157911E-1,5.264209956E-2,9.842277527E0,9.847885970E0
1.650492990E1,3.352942765E-1,5.264209956E-2,9.844670296E0,9.850519107E0
1.650735964E1,3.424727321E-1,5.024927482E-2,9.844670296E0,9.850753565E0
1.650978943E1,3.376871049E-1,5.264209956E-2,9.842277527E0,9.848209517E0
1.651221917E1,3.281157911E-1,4.067798331E-2,9.844670296E0,9.850220703E0
1.651464896E1,3.161516786E-1,4.785645381E-2,9.837491989E0,9.842687172E0
1.651707870E1,3.233301640E-1,3.828516230E-2,9.844670296E0,9.850052862E0
1.651950844E1,3.257229924E-1,5.024927482E-2,9.844670296E0,9.850185465E0
1.652193823E1,3.329014480E-1,4.307080805E-2,9.842277527E0,9.848000070E0
1.652436797E1,3.065803945E-1,3.828516230E-2,9.837491989E0,9.842342502E0
1.652679771E1,3.137588799E-1,3.110669367E-2,9.835099220E0,9.840151876E0
1.652922750E1,3.257229924E-1,4.307080805E-2,9.837491989E0,9.842977151E0
1.653165724E1,3.209373355E-1,4.546362907E-2,9.839884758E0,9.845222180E0
1.653408703E1,3.137588799E-1,4.307080805E-2,9.832706451E0,9.837805441E0
1.653651677E1,3.233301640E-1,4.785645381E-2,9.842277527E0,9.847703263E0
1.653894651E1,3.281157911E-1,4.546362907E-2,9.849455833E0,9.855024461E0
1.654137630E1,3.209373355E-1,7.178468257E-2,9.849455833E0,9.854944649E0
1.654380604E1,3.065803945E-1,5.982056633E-2,9.839884758E0,9.844841395E0
1.654623578E1,3.161516786E-1,3.589234129E-2,9.839884758E0,9.845027790E0
1.654866558E1,3.209373355E-1,2.153540403E-2,9.844670296E0,9.849923745E0
1.655109531E1,3.209373355E-1,4.067798331E-2,9.835099220E0,9.840418291E0
1.655352511E1,3.209373355E-1,4.785645381E-2,9.842277527E0,9.847624989E0
1.655595485E1,3.209373355E-1,4.546362907E-2,9.847063065E0,9.852396597E0
1.655838459E1,3.089732230E-1,4.546362907E-2,9.847063065E0,9.852014129E0
1.656081438E1,3.209373355E-1,6.460621208E-2,9.849455833E0,9.854894974E0
1.656324412E1,3.185445070E-1,6.939185411E-2,9.847063065E0,9.852458416E0
1.656567386E1,3.209373355E-1,5.982056633E-2,9.854242325E0,9.859648628E0
1.656810365E1,3.185445070E-1,3.828516230E-2,9.851848602E0,9.857071433E0
1.657053339E1,3.400799036E-1,5.503492057E-2,9.856635094E0,9.862653728E0
1.657296313E1,3.329014480E-1,5.024927482E-2,9.854242325E0,9.859991895E0
1.657539292E1,3.400799036E-1,3.349951655E-2,9.844670296E0,9.850599463E0
1.657782266E1,3.233301640E-1,3.349951655E-2,9.842277527E0,9.847643958E0
1.658025245E1,3.161516786E-1,5.742774159E-2,9.832706451E0,9.837955376E0
1.658268219E1,3.329014480E-1,5.742774159E-2,9.839884758E0,9.845681966E0
1.658511193E1,3.424727321E-1,5.742774159E-2,9.835099220E0,9.841227677E0
1.658754172E1,3.305086195E-1,5.982056633E-2,9.842277527E0,9.848006974E0
1.658997146E1,3.161516786E-1,5.264209956E-2,9.837491989E0,9.842711604E0
1.659240120E1,3.305086195E-1,5.264209956E-2,9.830313683E0,9.836009060E0
1.659483099E1,3.352942765E-1,4.546362907E-2,9.839884758E0,9.845700648E0
1.659726073E1,3.257229924E-1,5.982056633E-2,9.842277527E0,9.847847525E0
1.659969047E1,3.209373355E-1,6.221338734E-2,9.830313683E0,9.835747983E0
1.660212026E1,3.161516786E-1,5.264209956E-2,9.835099220E0,9.840320104E0
1.660455000E1,3.233301640E-1,5.024927482E-2,9.835099220E0,9.840540842E0
1.660697979E1,3.209373355E-1,4.307080805E-2,9.842277527E0,9.847602895E0
1.660940953E1,3.305086195E-1,5.024927482E-2,9.849455833E0,9.855127658E0
1.661183927E1,3.329014480E-1,6.221338734E-2,9.856635094E0,9.862451483E0
1.661426906E1,3.209373355E-1,5.742774159E-2,9.851848602E0,9.857241988E0
1.661669880E1,3.305086195E-1,5.503492057E-2,9.842277527E0,9.847979067E0
1.661912854E1,3.424727321E-1,5.742774159E-2,9.837491989E0,9.843618956E0
1.662155834E1,3.400799036E-1,4.785645381E-2,9.842277527E0,9.848267436E0
1.662398808E1,3.281157911E-1,6.939185411E-2,9.832706451E0,9.838424232E0
1.662641781E1,3.329014480E-1,5.024927482E-2,9.844670296E0,9.850425452E0
1.662884761E1,3.233301640E-1,2.871387079E-2,9.847063065E0,9.852411780E0
1.663127734E1,3.281157911E-1,3.589234129E-2,9.837491989E0,9.843027830E0
1.663370714E1,3.185445070E-1,5.503492057E-2,9.844670296E0,9.849976278E0
1.663613688E1,3.281157911E-1,4.067798331E-2,9.847063065E0,9.852612124E0
1.663856662E1,3.305086195E-1,3.349951655E-2,9.847063065E0,9.852665079E0
1.664099641E1,3.185445070E-1,5.503492057E-2,9.849455833E0,9.854759239E0
1.664342615E1,3.113660514E-1,4.785645381E-2,9.827920914E0,9.832968450E0
1.664585589E1,3.161516786E-1,6.460621208E-2,9.837491989E0,9.842782863E0
1.664828568E1,3.185445070E-1,6.221338734E-2,9.837491989E0,9.842844596E0
1.665071542E1,3.472583890E-1,4.307080805E-2,9.839884758E0,9.846104587E0
1.665314516E1,3.424727321E-1,5.024927482E-2,9.844670296E0,9.850753565E0
1.665557495E1,3.185445070E-1,5.742774159E-2,9.842277527E0,9.847598462E0
1.665800469E1,3.424727321E-1,4.067798331E-2,9.837491989E0,9.843535488E0
1.666043448E1,3.329014480E-1,4.546362907E-2,9.839884758E0,9.845619451E0
1.666286422E1,3.376871049E-1,3.589234129E-2,9.837491989E0,9.843351537E0
1.666529396E1,3.376871049E-1,5.024927482E-2,9.837491989E0,9.843414357E0
1.666772375E1,3.352942765E-1,5.742774159E-2,9.835099220E0,9.840980483E0
1.667015349E1,3.161516786E-1,5.982056633E-2,9.837491989E0,9.842752614E0
1.667258323E1,3.113660514E-1,3.828516230E-2,9.837491989E0,9.842492733E0
1.667501302E1,3.352942765E-1,4.067798331E-2,9.835099220E0,9.840896993E0
1.667744276E1,3.257229924E-1,3.589234129E-2,9.839884758E0,9.845339800E0
1.667987250E1,3.448655605E-1,4.785645381E-2,9.847063065E0,9.853216403E0
1.668230229E1,3.329014480E-1,3.110669367E-2,9.839884758E0,9.845563623E0
1.668473203E1,3.329014480E-1,3.110669367E-2,9.827920914E0,9.833606688E0
1.668716182E1,3.376871049E-1,4.307080805E-2,9.842277527E0,9.848163006E0
1.668959156E1,3.137588799E-1,4.785645381E-2,9.842277527E0,9.847393655E0
1.669202130E1,3.185445070E-1,6.699903309E-2,9.832706451E0,9.838093089E0
1.669445110E1,3.161516786E-1,4.785645381E-2,9.839884758E0,9.845078678E0
1.669688084E1,3.161516786E-1,5.024927482E-2,9.832706451E0,9.837916092E0
1.669931058E1,3.209373355E-1,4.067798331E-2,9.837491989E0,9.842809767E0
1.670174037E1,3.400799036E-1,5.024927482E-2,9.849455833E0,9.855453290E0
1.670417011E1,3.305086195E-1,4.785645381E-2,9.847063065E0,9.852724353E0
1.670659990E1,3.257229924E-1,2.871387079E-2,9.844670296E0,9.850099146E0
1.670902964E1,3.209373355E-1,3.589234129E-2,9.839884758E0,9.845182633E0
1.671145938E1,3.329014480E-1,6.221338734E-2,9.856635094E0,9.862451483E0
1.671388917E1,3.305086195E-1,5.982056633E-2,9.842277527E0,9.848006974E0
1.671631891E1,3.305086195E-1,4.307080805E-2,9.842277527E0,9.847919474E0
1.671874865E1,3.400799036E-1,4.067798331E-2,9.837491989E0,9.843452528E0
1.672117844E1,3.448655605E-1,4.546362907E-2,9.847063065E0,9.853205072E0
1.672360818E1,3.257229924E-1,3.349951655E-2,9.849455833E0,9.854897153E0
1.672603792E1,3.161516786E-1,4.546362907E-2,9.851848602E0,9.857024891E0
1.672846771E1,3.113660514E-1,6.460621208E-2,9.835099220E0,9.840238790E0
1.673089745E1,3.233301640E-1,5.982056633E-2,9.832706451E0,9.838202938E0
1.673332719E1,3.305086195E-1,6.939185411E-2,9.851848602E0,9.857635216E0
1.673575698E1,3.424727321E-1,3.828516230E-2,9.847063065E0,9.853091105E0
1.673818672E1,3.352942765E-1,4.067798331E-2,9.839884758E0,9.845679712E0
1.674061651E1,3.305086195E-1,4.785645381E-2,9.842277527E0,9.847941567E0
1.674304625E1,3.424727321E-1,5.503492057E-2,9.844670296E0,9.850779139E0
1.674547599E1,3.376871049E-1,4.307080805E-2,9.837491989E0,9.843380330E0
1.674790578E1,3.257229924E-1,2.871387079E-2,9.839884758E0,9.845316247E0
1.675033552E1,3.185445070E-1,2.871387079E-2,9.839884758E0,9.845081368E0
1.675276526E1,3.233301640E-1,2.632104978E-2,9.844670296E0,9.850013626E0
1.675519505E1,3.376871049E-1,3.828516230E-2,9.837491989E0,9.843360553E0
1.675762479E1,3.352942765E-1,3.589234129E-2,9.837491989E0,9.843269739E0
1.676005453E1,3.137588799E-1,2.153540403E-2,9.837491989E0,9.842517820E0
1.676248433E1,3.041875660E-1,3.589234129E-2,9.847063065E0,9.851825685E0
1.676491406E1,2.994019389E-1,4.546362907E-2,9.837491989E0,9.842152056E0
1.676734386E1,3.257229924E-1,4.546362907E-2,9.842277527E0,9.847770779E0
1.676977360E1,3.400799036E-1,5.264209956E-2,9.854242325E0,9.860249354E0
1.677220334E1,3.089732230E-1,4.067798331E-2,9.839884758E0,9.844818495E0
1.677463313E1,3.281157911E-1,5.503492057E-2,9.837491989E0,9.843116247E0
1.677706287E1,3.305086195E-1,5.024927482E-2,9.842277527E0,9.847953486E0
1.677949261E1,3.305086195E-1,3.828516230E-2,9.847063065E0,9.852682513E0
1.678192240E1,3.281157911E-1,2.632104978E-2,9.832706451E0,9.838214723E0
1.678435214E1,3.257229924E-1,4.546362907E-2,9.830313683E0,9.835813617E0
1.678678188E1,3.281157911E-1,5.503492057E-2,9.844670296E0,9.850290455E0
1.678921167E1,3.329014480E-1,6.221338734E-2,9.839884758E0,9.845711042E0
1.679164141E1,3.185445070E-1,5.264209956E-2,9.842277527E0,9.847571716E0
1.679407120E1,3.257229924E-1,3.828516230E-2,9.847063065E0,9.852523140E0
1.679650094E1,3.305086195E-1,6.699903309E-2,9.839884758E0,9.845661830E0
1.679893068E1,3.329014480E-1,5.264209956E-2,9.837491989E0,9.843263849E0
1.680136047E1,3.376871049E-1,4.067798331E-2,9.844670296E0,9.850544173E0
1.680379021E1,3.400799036E-1,3.589234129E-2,9.849455833E0,9.855390546E0
1.680621995E1,3.352942765E-1,5.024927482E-2,9.835099220E0,9.840941211E0
1.680864974E1,3.185445070E-1,5.024927482E-2,9.849455833E0,9.854733675E0
1.681107948E1,3.113660514E-1,3.589234129E-2,9.839884758E0,9.844875272E0
1.681350922E1,3.185445070E-1,3.828516230E-2,9.847063065E0,9.852288432E0
1.681593901E1,3.209373355E-1,2.871387079E-2,9.849455833E0,9.854725033E0
1.681836875E1,3.257229924E-1,4.307080805E-2,9.854242325E0,9.859718168E0
1.682079849E1,3.257229924E-1,5.742774159E-2,9.849455833E0,9.855007541E0
1.682322828E1,3.185445070E-1,5.024927482E-2,9.861420631E0,9.866692073E0
1.682565802E1,3.161516786E-1,4.785645381E-2,9.854242325E0,9.859428681E0
1.682808781E1,3.281157911E-1,4.307080805E-2,9.837491989E0,9.843056624E0
1.683051755E1,3.352942765E-1,5.024927482E-2,9.839884758E0,9.845723909E0
1.683294729E1,3.329014480E-1,4.067798331E-2,9.839884758E0,9.845598515E0
1.683537708E1,3.257229924E-1,4.785645381E-2,9.832706451E0,9.838216397E0
1.683780682E1,3.161516786E-1,5.264209956E-2,9.837491989E0,9.842711604E0
1.684023656E1,3.281157911E-1,5.264209956E-2,9.832706451E0,9.838320351E0
1.684266636E1,3.233301640E-1,5.982056633E-2,9.837491989E0,9.842985804E0
1.684509610E1,3.329014480E-1,5.264209956E-2,9.849455833E0,9.855220686E0
1.684752584E1,3.376871049E-1,4.067798331E-2,9.839884758E0,9.845761491E0
1.684995563E1,3.257229924E-1,4.307080805E-2,9.842277527E0,9.847760023E0
1.685238537E1,3.089732230E-1,3.110669367E-2,9.847063065E0,9.851958337E0
1.685481511E1,3.113660514E-1,3.828516230E-2,9.851848602E0,9.856842063E0
1.685724490E1,3.017947674E-1,4.785645381E-2,9.847063065E0,9.851802948E0
1.685967464E1,3.305086195E-1,3.349951655E-2,9.842277527E0,9.847882264E0
1.686210443E1,3.305086195E-1,2.871387079E-2,9.849455833E0,9.855041382E0
1.686453417E1,3.448655605E-1,3.828516230E-2,9.849455833E0,9.855565850E0
1.686696391E1,3.472583890E-1,4.785645381E-2,9.837491989E0,9.843735433E0
1.686939370E1,3.161516786E-1,6.221338734E-2,9.842277527E0,9.847550422E0
1.687182344E1,3.089732230E-1,6.221338734E-2,9.844670296E0,9.849714117E0
1.687425318E1,3.137588799E-1,5.264209956E-2,9.844670296E0,9.849809595E0
1.687668297E1,3.305086195E-1,3.828516230E-2,9.847063065E0,9.852682513E0
1.687911271E1,3.352942765E-1,3.349951655E-2,9.839884758E0,9.845652671E0
1.688154245E1,3.376871049E-1,4.785645381E-2,9.854242325E0,9.860142728E0
1.688397224E1,3.400799036E-1,4.307080805E-2,9.842277527E0,9.848245344E0
