"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.798612658E0,3.400799036E-1,4.067798331E-2,9.839884758E0,9.845843849E0
2.801042398E0,3.424727321E-1,3.589234129E-2,9.849455833E0,9.855473406E0
2.803472189E0,3.424727321E-1,4.067798331E-2,9.849455833E0,9.855491996E0
2.805901981E0,3.329014480E-1,4.546362907E-2,9.847063065E0,9.852793579E0
2.808331773E0,3.376871049E-1,5.982056633E-2,9.842277527E0,9.848250504E0
2.810761512E0,3.209373355E-1,5.503492057E-2,9.854242325E0,9.859620754E0
2.813191304E0,3.161516786E-1,5.742774159E-2,9.832706451E0,9.837955376E0
2.815621095E0,3.233301640E-1,6.699903309E-2,9.839884758E0,9.845423471E0
2.818050835E0,3.329014480E-1,6.221338734E-2,9.847063065E0,9.852885104E0
2.820480627E0,3.329014480E-1,2.871387079E-2,9.844670296E0,9.850339136E0
2.822910418E0,3.161516786E-1,4.067798331E-2,9.835099220E0,9.840263373E0
2.825340210E0,3.352942765E-1,5.503492057E-2,9.842277527E0,9.848140840E0
2.827769950E0,3.233301640E-1,3.589234129E-2,9.842277527E0,9.847652389E0
2.830199741E0,3.161516786E-1,4.307080805E-2,9.849455833E0,9.854622631E0
2.832629533E0,3.257229924E-1,3.828516230E-2,9.835099220E0,9.840565934E0
2.835059273E0,3.209373355E-1,3.828516230E-2,9.839884758E0,9.845191648E0
2.837489064E0,3.113660514E-1,5.024927482E-2,9.832706451E0,9.837763464E0
2.839918856E0,3.233301640E-1,3.349951655E-2,9.837491989E0,9.842861030E0
2.842348595E0,3.233301640E-1,3.349951655E-2,9.849455833E0,9.854818356E0
2.844778387E0,3.161516786E-1,4.546362907E-2,9.835099220E0,9.840284320E0
2.847208179E0,3.137588799E-1,3.589234129E-2,9.827920914E0,9.832993562E0
2.849637918E0,3.305086195E-1,6.460621208E-2,9.835099220E0,9.840863102E0
2.852067710E0,3.544368446E-1,5.982056633E-2,9.842277527E0,9.848839063E0
2.854497502E0,3.305086195E-1,5.024927482E-2,9.844670296E0,9.850344876E0
2.856927293E0,3.448655605E-1,5.742774159E-2,9.839884758E0,9.846093756E0
2.859357033E0,3.400799036E-1,5.982056633E-2,9.851848602E0,9.857898038E0
2.861786825E0,3.352942765E-1,5.264209956E-2,9.847063065E0,9.852910455E0
2.864216616E0,3.161516786E-1,6.221338734E-2,9.842277527E0,9.847550422E0
2.866646356E0,3.233301640E-1,4.785645381E-2,9.844670296E0,9.850094714E0
2.869076148E0,3.400799036E-1,3.349951655E-2,9.832706451E0,9.838642829E0
2.871505939E0,3.400799036E-1,4.307080805E-2,9.837491989E0,9.843462707E0
2.873935731E0,3.400799036E-1,4.067798331E-2,9.835099220E0,9.841061209E0
2.876365470E0,3.376871049E-1,4.546362907E-2,9.842277527E0,9.848173762E0
2.878795262E0,3.281157911E-1,5.024927482E-2,9.854242325E0,9.859831477E0
2.881225054E0,3.161516786E-1,4.307080805E-2,9.854242325E0,9.859406614E0
2.883654793E0,3.185445070E-1,4.785645381E-2,9.842277527E0,9.847547297E0
2.886084585E0,3.161516786E-1,4.546362907E-2,9.844670296E0,9.849850357E0
2.888514377E0,3.257229924E-1,3.589234129E-2,9.837491989E0,9.842948357E0
2.890944116E0,3.352942765E-1,4.785645381E-2,9.847063065E0,9.852886049E0
2.893373908E0,3.185445070E-1,5.024927482E-2,9.844670296E0,9.849950702E0
2.895803700E0,3.137588799E-1,4.785645381E-2,9.844670296E0,9.849785181E0
2.898233439E0,3.065803945E-1,5.503492057E-2,9.837491989E0,9.842421908E0
2.900663231E0,3.257229924E-1,3.828516230E-2,9.825528145E0,9.831000180E0
2.903093023E0,3.185445070E-1,3.828516230E-2,9.842277527E0,9.847505434E0
2.905522814E0,3.209373355E-1,5.264209956E-2,9.842277527E0,9.847649409E0
2.907952554E0,3.448655605E-1,3.349951655E-2,9.837491989E0,9.843591982E0
2.910382345E0,3.376871049E-1,5.264209956E-2,9.844670296E0,9.850600845E0
2.912812137E0,3.376871049E-1,3.349951655E-2,9.854242325E0,9.860083498E0
2.915241877E0,3.257229924E-1,3.110669367E-2,9.851848602E0,9.857280760E0
2.917671668E0,3.257229924E-1,3.589234129E-2,9.842277527E0,9.847731243E0
2.920101460E0,3.257229924E-1,2.871387079E-2,9.842277527E0,9.847707696E0
2.922531200E0,3.257229924E-1,3.110669367E-2,9.851848602E0,9.857280760E0
2.924960991E0,3.233301640E-1,4.067798331E-2,9.837491989E0,9.842888079E0
2.927390783E0,3.281157911E-1,5.024927482E-2,9.839884758E0,9.845482061E0
2.929820575E0,3.209373355E-1,4.785645381E-2,9.849455833E0,9.854799401E0
2.932250314E0,3.257229924E-1,4.785645381E-2,9.847063065E0,9.852564981E0
2.934680106E0,3.185445070E-1,4.546362907E-2,9.844670296E0,9.849927450E0
2.937109898E0,3.400799036E-1,3.828516230E-2,9.847063065E0,9.853008226E0
2.939539637E0,3.352942765E-1,5.024927482E-2,9.837491989E0,9.843332560E0
2.941969429E0,3.281157911E-1,5.982056633E-2,9.851848602E0,9.857492549E0
2.944399220E0,3.161516786E-1,4.546362907E-2,9.844670296E0,9.849850357E0
2.946828960E0,3.209373355E-1,5.024927482E-2,9.844670296E0,9.850028375E0
2.949258752E0,3.161516786E-1,4.307080805E-2,9.851848602E0,9.857014145E0
2.951688543E0,3.329014480E-1,3.589234129E-2,9.847063065E0,9.852754063E0
2.954118335E0,3.257229924E-1,3.589234129E-2,9.837491989E0,9.842948357E0
2.956548075E0,3.257229924E-1,2.392822690E-2,9.837491989E0,9.842912001E0
2.958977866E0,3.233301640E-1,4.067798331E-2,9.839884758E0,9.845279536E0
2.961407658E0,3.209373355E-1,5.742774159E-2,9.844670296E0,9.850067611E0
2.963837398E0,3.233301640E-1,4.546362907E-2,9.839884758E0,9.845300472E0
2.966267189E0,3.137588799E-1,3.828516230E-2,9.835099220E0,9.840177186E0
2.968696981E0,3.113660514E-1,2.871387079E-2,9.839884758E0,9.844851718E0
2.971126773E0,3.472583890E-1,3.828516230E-2,9.851848602E0,9.858041135E0
2.973556512E0,3.376871049E-1,4.067798331E-2,9.842277527E0,9.848152832E0
2.975986304E0,3.257229924E-1,4.307080805E-2,9.830313683E0,9.835802848E0
2.978416095E0,3.233301640E-1,4.067798331E-2,9.847063065E0,9.852453912E0
2.980845835E0,3.209373355E-1,6.221338734E-2,9.842277527E0,9.847705225E0
2.983275627E0,3.352942765E-1,4.067798331E-2,9.844670296E0,9.850462435E0
2.985705418E0,3.305086195E-1,3.349951655E-2,9.847063065E0,9.852665079E0
2.988135158E0,3.257229924E-1,3.589234129E-2,9.832706451E0,9.838165474E0
2.990564950E0,3.424727321E-1,4.307080805E-2,9.825528145E0,9.831589190E0
2.992994741E0,3.448655605E-1,2.632104978E-2,9.844670296E0,9.850744047E0
2.995424481E0,3.137588799E-1,1.196411345E-2,9.849455833E0,9.854459295E0
2.997854273E0,3.185445070E-1,5.024927482E-2,9.844670296E0,9.849950702E0
3.000284064E0,3.305086195E-1,5.742774159E-2,9.842277527E0,9.847992730E0
3.002713856E0,3.400799036E-1,6.460621208E-2,9.844670296E0,9.850754364E0
3.005143595E0,3.520440459E-1,5.024927482E-2,9.851848602E0,9.858264598E0
3.007573387E0,3.209373355E-1,4.067798331E-2,9.847063065E0,9.852375676E0
3.010003179E0,3.329014480E-1,4.546362907E-2,9.844670296E0,9.850402202E0
3.012432918E0,3.161516786E-1,4.067798331E-2,9.835099220E0,9.840263373E0
3.014862710E0,3.137588799E-1,4.785645381E-2,9.839884758E0,9.845002129E0
3.017292502E0,3.257229924E-1,2.153540403E-2,9.847063065E0,9.852472291E0
3.019722241E0,3.233301640E-1,4.546362907E-2,9.832706451E0,9.838126117E0
3.022152033E0,3.233301640E-1,5.503492057E-2,9.835099220E0,9.840566443E0
3.024581825E0,3.329014480E-1,5.024927482E-2,9.839884758E0,9.845642712E0
3.027011564E0,3.305086195E-1,3.828516230E-2,9.842277527E0,9.847899706E0
3.029441356E0,3.209373355E-1,3.828516230E-2,9.830313683E0,9.835625736E0
3.031871148E0,3.185445070E-1,2.392822690E-2,9.839884758E0,9.845068573E0
3.034300939E0,3.281157911E-1,3.828516230E-2,9.842277527E0,9.847819690E0
3.036730679E0,3.209373355E-1,1.196411345E-2,9.837491989E0,9.842732982E0
3.039160470E0,3.137588799E-1,4.067798331E-2,9.827920914E0,9.833012195E0
3.041590262E0,3.233301640E-1,3.349951655E-2,9.839884758E0,9.845252494E0
3.044020002E0,3.233301640E-1,4.067798331E-2,9.844670296E0,9.850062453E0
3.046449793E0,3.257229924E-1,3.110669367E-2,9.847063065E0,9.852497861E0
3.048879585E0,3.209373355E-1,4.546362907E-2,9.849455833E0,9.854788071E0
3.051309325E0,3.161516786E-1,4.785645381E-2,9.839884758E0,9.845078678E0
3.053739116E0,3.209373355E-1,5.024927482E-2,9.849455833E0,9.854811311E0
3.056168908E0,3.233301640E-1,5.503492057E-2,9.851848602E0,9.857306535E0
3.058598700E0,3.281157911E-1,5.742774159E-2,9.851848602E0,9.857478319E0
3.061028439E0,3.233301640E-1,4.546362907E-2,9.847063065E0,9.852474833E0
3.063458231E0,3.185445070E-1,4.307080805E-2,9.844670296E0,9.849916697E0
3.065888023E0,3.329014480E-1,4.546362907E-2,9.837491989E0,9.843228076E0
3.068317762E0,3.400799036E-1,3.110669367E-2,9.835099220E0,9.841026300E0
3.070747554E0,3.209373355E-1,2.871387079E-2,9.837491989E0,9.842767593E0
3.073177345E0,3.257229924E-1,4.785645381E-2,9.849455833E0,9.854956414E0
3.075607085E0,3.113660514E-1,3.828516230E-2,9.844670296E0,9.849667396E0
3.078036877E0,3.305086195E-1,3.110669367E-2,9.859027863E0,9.864615247E0
3.080466668E0,3.329014480E-1,4.307080805E-2,9.851848602E0,9.857565589E0
3.082896408E0,3.520440459E-1,6.221338734E-2,9.847063065E0,9.853550452E0
3.085326200E0,3.448655605E-1,5.024927482E-2,9.842277527E0,9.848445774E0
3.087755991E0,3.257229924E-1,4.307080805E-2,9.839884758E0,9.845368587E0
3.090185783E0,3.185445070E-1,4.307080805E-2,9.842277527E0,9.847525202E0
3.092615523E0,3.281157911E-1,5.024927482E-2,9.839884758E0,9.845482061E0
3.095045314E0,3.209373355E-1,3.828516230E-2,9.832706451E0,9.838017213E0
3.097475106E0,3.233301640E-1,3.828516230E-2,9.842277527E0,9.847661401E0
3.099904845E0,3.257229924E-1,3.589234129E-2,9.839884758E0,9.845339800E0
3.102334637E0,3.233301640E-1,5.264209956E-2,9.842277527E0,9.847727682E0
3.104764429E0,3.233301640E-1,5.264209956E-2,9.847063065E0,9.852510573E0
3.107194168E0,3.281157911E-1,5.264209956E-2,9.849455833E0,9.855060191E0
3.109623960E0,3.257229924E-1,5.503492057E-2,9.854242325E0,9.859777691E0
3.112053752E0,3.376871049E-1,4.307080805E-2,9.847063065E0,9.852945685E0
3.114483543E0,3.233301640E-1,3.110669367E-2,9.849455833E0,9.854810512E0
3.116913283E0,3.281157911E-1,4.067798331E-2,9.854242325E0,9.859787344E0
3.119343075E0,3.185445070E-1,5.024927482E-2,9.844670296E0,9.849950702E0
3.121772866E0,3.233301640E-1,2.871387079E-2,9.844670296E0,9.850020310E0
3.124202606E0,3.137588799E-1,4.546362907E-2,9.854242325E0,9.859340920E0
3.126632398E0,3.281157911E-1,4.067798331E-2,9.844670296E0,9.850220703E0
3.129062189E0,3.305086195E-1,5.024927482E-2,9.839884758E0,9.845562096E0
3.131491929E0,3.257229924E-1,5.742774159E-2,9.835099220E0,9.840659027E0
3.133921720E0,3.089732230E-1,4.067798331E-2,9.837491989E0,9.842426926E0
3.136351512E0,3.305086195E-1,4.307080805E-2,9.844670296E0,9.850310872E0
3.138781252E0,3.400799036E-1,4.785645381E-2,9.847063065E0,9.853050065E0
3.141211043E0,3.424727321E-1,4.067798331E-2,9.832706451E0,9.838752890E0
3.143640835E0,3.281157911E-1,3.349951655E-2,9.839884758E0,9.845410821E0
3.146070627E0,3.448655605E-1,4.546362907E-2,9.837491989E0,9.843639969E0
3.148500366E0,3.400799036E-1,4.307080805E-2,9.849455833E0,9.855419304E0
3.150930158E0,3.400799036E-1,4.067798331E-2,9.847063065E0,9.853017814E0
3.153359950E0,3.448655605E-1,4.067798331E-2,9.842277527E0,9.848401590E0
3.155789689E0,3.209373355E-1,5.503492057E-2,9.835099220E0,9.840488112E0
3.158219481E0,3.209373355E-1,6.221338734E-2,9.835099220E0,9.840530878E0
3.160649273E0,3.329014480E-1,5.982056633E-2,9.835099220E0,9.840913502E0
3.163079012E0,3.305086195E-1,4.067798331E-2,9.837491989E0,9.843126499E0
3.165508804E0,3.233301640E-1,3.589234129E-2,9.844670296E0,9.850043852E0
3.167938595E0,3.185445070E-1,2.392822690E-2,9.832706451E0,9.837894049E0
3.170368335E0,3.137588799E-1,4.307080805E-2,9.837491989E0,9.842588499E0
3.172798127E0,3.113660514E-1,4.067798331E-2,9.837491989E0,9.842502332E0
3.175227918E0,3.137588799E-1,4.307080805E-2,9.832706451E0,9.837805441E0
3.177657710E0,3.257229924E-1,3.589234129E-2,9.839884758E0,9.845339800E0
3.180087450E0,3.209373355E-1,5.742774159E-2,9.844670296E0,9.850067611E0
3.182517241E0,3.305086195E-1,5.264209956E-2,9.842277527E0,9.847965986E0
3.184947033E0,3.185445070E-1,5.024927482E-2,9.847063065E0,9.852342188E0
3.187376773E0,3.233301640E-1,5.264209956E-2,9.849455833E0,9.854902019E0
3.189806564E0,3.257229924E-1,4.307080805E-2,9.839884758E0,9.845368587E0
3.192236356E0,3.281157911E-1,5.503492057E-2,9.847063065E0,9.852681859E0
3.194666095E0,3.305086195E-1,4.785645381E-2,9.835099220E0,9.840767392E0
3.197095887E0,3.376871049E-1,3.828516230E-2,9.835099220E0,9.840969211E0
3.199525679E0,3.233301640E-1,5.264209956E-2,9.839884758E0,9.845336238E0
3.201955418E0,3.233301640E-1,4.785645381E-2,9.842277527E0,9.847703263E0
3.204385210E0,3.209373355E-1,4.067798331E-2,9.837491989E0,9.842809767E0
3.206815002E0,3.352942765E-1,3.589234129E-2,9.851848602E0,9.857617937E0
3.209244741E0,3.305086195E-1,4.067798331E-2,9.851848602E0,9.857474906E0
3.211674533E0,3.209373355E-1,5.024927482E-2,9.847063065E0,9.852419843E0
3.214104325E0,3.137588799E-1,5.264209956E-2,9.844670296E0,9.849809595E0
3.216534116E0,3.161516786E-1,3.589234129E-2,9.842277527E0,9.847419310E0
3.218963856E0,3.161516786E-1,5.264209956E-2,9.837491989E0,9.842711604E0
3.221393648E0,3.089732230E-1,4.546362907E-2,9.842277527E0,9.847230997E0
3.223823439E0,3.041875660E-1,1.914258115E-2,9.839884758E0,9.844604033E0
3.226253179E0,3.305086195E-1,2.153540403E-2,9.837491989E0,9.843066004E0
3.228682970E0,3.305086195E-1,3.589234129E-2,9.830313683E0,9.835933677E0
3.231112762E0,3.185445070E-1,3.110669367E-2,9.835099220E0,9.840305631E0
3.233542502E0,3.137588799E-1,4.307080805E-2,9.839884758E0,9.844980029E0
3.235972293E0,3.257229924E-1,4.307080805E-2,9.844670296E0,9.850151460E0
3.238402085E0,3.209373355E-1,5.024927482E-2,9.844670296E0,9.850028375E0
3.240831825E0,3.161516786E-1,4.307080805E-2,9.854242325E0,9.859406614E0
3.243261616E0,3.137588799E-1,3.828516230E-2,9.851848602E0,9.856917940E0
3.245691408E0,3.161516786E-1,3.589234129E-2,9.854242325E0,9.859377868E0
3.248121200E0,3.209373355E-1,3.589234129E-2,9.847063065E0,9.852357080E0
3.250550939E0,3.305086195E-1,2.632104978E-2,9.844670296E0,9.850251874E0
3.252980731E0,3.281157911E-1,4.785645381E-2,9.839884758E0,9.845470139E0
3.255410523E0,3.305086195E-1,2.871387079E-2,9.837491989E0,9.843084327E0
3.257840262E0,3.305086195E-1,5.024927482E-2,9.832706451E0,9.838387932E0
3.260270054E0,3.233301640E-1,5.024927482E-2,9.827920914E0,9.833366507E0
3.262699845E0,3.281157911E-1,2.632104978E-2,9.844670296E0,9.850171877E0
3.265129585E0,3.376871049E-1,4.546362907E-2,9.842277527E0,9.848173762E0
3.267559377E0,3.472583890E-1,3.828516230E-2,9.847063065E0,9.853258605E0
3.269989168E0,3.281157911E-1,2.871387079E-2,9.844670296E0,9.850178561E0
3.272418908E0,3.281157911E-1,5.024927482E-2,9.854242325E0,9.859831477E0
3.274848700E0,3.209373355E-1,4.785645381E-2,9.859027863E0,9.864366245E0
3.277278491E0,3.257229924E-1,4.307080805E-2,9.842277527E0,9.847760023E0
3.279708231E0,3.329014480E-1,3.110669367E-2,9.849455833E0,9.855129183E0
3.282138023E0,3.233301640E-1,2.871387079E-2,9.847063065E0,9.852411780E0
3.284567814E0,3.233301640E-1,3.110669367E-2,9.847063065E0,9.852419044E0
3.286997554E0,3.161516786E-1,4.307080805E-2,9.832706451E0,9.837882045E0
3.289427345E0,3.329014480E-1,3.349951655E-2,9.847063065E0,9.852745637E0
3.291857137E0,3.185445070E-1,4.546362907E-2,9.854242325E0,9.859494376E0
3.294286929E0,3.257229924E-1,3.828516230E-2,9.835099220E0,9.840565934E0
3.296716668E0,3.161516786E-1,4.067798331E-2,9.835099220E0,9.840263373E0
3.299146460E0,3.233301640E-1,3.349951655E-2,9.847063065E0,9.852426889E0
3.301576252E0,3.305086195E-1,3.349951655E-2,9.844670296E0,9.850273671E0
3.304005991E0,3.376871049E-1,3.828516230E-2,9.847063065E0,9.852925927E0
3.306435783E0,3.137588799E-1,4.785645381E-2,9.851848602E0,9.856959762E0
3.308865575E0,3.281157911E-1,6.460621208E-2,9.847063065E0,9.852739971E0
3.311295314E0,3.209373355E-1,6.221338734E-2,9.837491989E0,9.842922326E0
3.313725106E0,3.161516786E-1,4.546362907E-2,9.842277527E0,9.847458847E0
3.316154898E0,3.257229924E-1,3.828516230E-2,9.847063065E0,9.852523140E0
3.318584637E0,3.281157911E-1,5.024927482E-2,9.837491989E0,9.843090653E0
3.321014429E0,3.424727321E-1,4.307080805E-2,9.835099220E0,9.841154370E0
3.323444220E0,3.281157911E-1,5.742774159E-2,9.849455833E0,9.855086917E0
3.325873960E0,3.400799036E-1,3.589234129E-2,9.842277527E0,9.848216565E0
3.328303752E0,3.400799036E-1,4.546362907E-2,9.825528145E0,9.831516903E0
3.330733543E0,3.544368446E-1,6.699903309E-2,9.832706451E0,9.839320632E0
3.333163335E0,3.233301640E-1,5.982056633E-2,9.844670296E0,9.850160107E0
3.335593075E0,3.281157911E-1,3.828516230E-2,9.842277527E0,9.847819690E0
3.338022866E0,3.376871049E-1,4.067798331E-2,9.842277527E0,9.848152832E0
3.340452658E0,3.376871049E-1,3.828516230E-2,9.837491989E0,9.843360553E0
3.342882398E0,3.352942765E-1,4.067798331E-2,9.837491989E0,9.843288352E0
3.345312189E0,3.233301640E-1,3.828516230E-2,9.844670296E0,9.850052862E0
3.347741981E0,3.209373355E-1,4.785645381E-2,9.847063065E0,9.852407930E0
3.350171720E0,3.233301640E-1,3.349951655E-2,9.839884758E0,9.845252494E0
3.352601512E0,3.161516786E-1,3.828516230E-2,9.839884758E0,9.845036805E0
3.355031304E0,3.017947674E-1,4.307080805E-2,9.835099220E0,9.839822755E0
3.357461043E0,3.209373355E-1,4.067798331E-2,9.837491989E0,9.842809767E0
3.359890835E0,3.209373355E-1,4.067798331E-2,9.842277527E0,9.847592720E0
3.362320627E0,3.233301640E-1,3.828516230E-2,9.839884758E0,9.845269940E0
3.364750366E0,3.448655605E-1,3.349951655E-2,9.839884758E0,9.845983268E0
3.367180158E0,3.352942765E-1,4.307080805E-2,9.842277527E0,9.848081248E0
3.369609950E0,3.185445070E-1,5.742774159E-2,9.842277527E0,9.847598462E0
3.372039689E0,3.137588799E-1,4.785645381E-2,9.839884758E0,9.845002129E0
3.374469481E0,3.185445070E-1,5.264209956E-2,9.842277527E0,9.847571716E0
3.376899273E0,3.400799036E-1,4.307080805E-2,9.837491989E0,9.843462707E0
3.379329064E0,3.544368446E-1,3.589234129E-2,9.851848602E0,9.858287611E0
3.381758804E0,3.376871049E-1,4.067798331E-2,9.859027863E0,9.864893191E0
3.384188595E0,3.209373355E-1,3.349951655E-2,9.849455833E0,9.854740139E0
3.386618387E0,3.233301640E-1,3.589234129E-2,9.842277527E0,9.847652389E0
3.389048127E0,3.161516786E-1,4.307080805E-2,9.844670296E0,9.849839603E0
3.391477918E0,3.185445070E-1,4.067798331E-2,9.837491989E0,9.842732036E0
3.393907710E0,3.185445070E-1,4.307080805E-2,9.837491989E0,9.842742216E0
3.396337450E0,3.233301640E-1,5.264209956E-2,9.849455833E0,9.854902019E0
3.398767241E0,3.161516786E-1,6.460621208E-2,9.835099220E0,9.840391380E0
3.401197033E0,3.161516786E-1,7.657032460E-2,9.835099220E0,9.840477202E0
3.403626773E0,3.376871049E-1,4.785645381E-2,9.849455833E0,9.855359102E0
3.406056564E0,3.281157911E-1,5.024927482E-2,9.842277527E0,9.847873470E0
3.408486356E0,3.137588799E-1,4.785645381E-2,9.842277527E0,9.847393655E0
3.410916095E0,3.137588799E-1,5.264209956E-2,9.839884758E0,9.845026555E0
3.413345887E0,3.305086195E-1,4.546362907E-2,9.830313683E0,9.835973261E0
3.415775679E0,3.161516786E-1,5.264209956E-2,9.844670296E0,9.849886106E0
3.418205418E0,3.257229924E-1,3.828516230E-2,9.844670296E0,9.850131697E0
3.420635210E0,3.113660514E-1,3.349951655E-2,9.839884758E0,9.844866839E0
3.423065002E0,3.161516786E-1,4.307080805E-2,9.847063065E0,9.852231117E0
3.425494741E0,3.305086195E-1,5.982056633E-2,9.847063065E0,9.852789729E0
3.427924533E0,3.329014480E-1,4.067798331E-2,9.844670296E0,9.850381277E0
3.430354325E0,3.281157911E-1,3.349951655E-2,9.835099220E0,9.840627971E0
3.432784064E0,3.257229924E-1,5.024927482E-2,9.842277527E0,9.847794036E0
3.435213856E0,3.376871049E-1,5.503492057E-2,9.842277527E0,9.848222598E0
3.437643648E0,3.257229924E-1,4.067798331E-2,9.839884758E0,9.845358410E0
3.440073439E0,3.376871049E-1,5.264209956E-2,9.839884758E0,9.845818190E0
3.442503179E0,3.376871049E-1,4.785645381E-2,9.830313683E0,9.836228440E0
3.444932970E0,3.257229924E-1,4.307080805E-2,9.837491989E0,9.842977151E0
3.447362762E0,3.329014480E-1,5.503492057E-2,9.835099220E0,9.840885574E0
3.449792502E0,3.233301640E-1,4.785645381E-2,9.827920914E0,9.833354571E0
3.452222293E0,3.209373355E-1,3.349951655E-2,9.832706451E0,9.837999754E0
3.454652085E0,3.257229924E-1,2.871387079E-2,9.830313683E0,9.835750457E0
3.457081825E0,3.137588799E-1,3.828516230E-2,9.837491989E0,9.842568721E0
3.459511616E0,3.233301640E-1,3.828516230E-2,9.849455833E0,9.854835786E0
3.461941408E0,3.185445070E-1,4.546362907E-2,9.839884758E0,9.845144468E0
3.464371148E0,3.185445070E-1,5.264209956E-2,9.839884758E0,9.845180234E0
3.466800939E0,3.281157911E-1,5.742774159E-2,9.837491989E0,9.843129917E0
3.469230731E0,3.209373355E-1,5.982056633E-2,9.837491989E0,9.842907493E0
3.471660470E0,3.161516786E-1,5.264209956E-2,9.854242325E0,9.859453072E0
3.474090262E0,3.257229924E-1,4.785645381E-2,9.849455833E0,9.854956414E0
3.476520054E0,3.448655605E-1,6.221338734E-2,9.842277527E0,9.848514085E0
3.478949793E0,3.329014480E-1,3.589234129E-2,9.839884758E0,9.845579906E0
3.481379585E0,3.376871049E-1,2.871387079E-2,9.844670296E0,9.850502033E0
3.483809377E0,3.233301640E-1,2.153540403E-2,9.832706451E0,9.838044639E0
3.486239168E0,3.281157911E-1,4.307080805E-2,9.839884758E0,9.845448040E0
3.488668908E0,3.209373355E-1,5.742774159E-2,9.844670296E0,9.850067611E0
3.491098700E0,3.185445070E-1,5.503492057E-2,9.851848602E0,9.857150721E0
3.493528491E0,3.185445070E-1,5.503492057E-2,9.868598938E0,9.873892062E0
3.495958231E0,3.281157911E-1,4.546362907E-2,9.847063065E0,9.852633045E0
3.498388023E0,3.448655605E-1,4.067798331E-2,9.842277527E0,9.848401590E0
3.500817814E0,3.305086195E-1,4.067798331E-2,9.835099220E0,9.840735101E0
3.503247554E0,3.305086195E-1,3.349951655E-2,9.839884758E0,9.845490857E0
3.505677345E0,3.352942765E-1,4.785645381E-2,9.844670296E0,9.850494694E0
3.508107137E0,3.281157911E-1,5.503492057E-2,9.839884758E0,9.845507649E0
3.510536877E0,3.281157911E-1,5.264209956E-2,9.842277527E0,9.847885970E0
3.512966668E0,3.185445070E-1,3.349951655E-2,9.837491989E0,9.842704987E0
3.515396460E0,3.329014480E-1,1.914258115E-2,9.842277527E0,9.847924488E0
3.517826200E0,3.376871049E-1,3.349951655E-2,9.832706451E0,9.838560411E0
3.520255991E0,3.305086195E-1,4.307080805E-2,9.832706451E0,9.838353887E0
3.522685783E0,3.233301640E-1,4.067798331E-2,9.844670296E0,9.850062453E0
3.525115523E0,3.209373355E-1,4.307080805E-2,9.830313683E0,9.835645529E0
3.527545314E0,3.305086195E-1,4.785645381E-2,9.832706451E0,9.838376002E0
3.529975106E0,3.281157911E-1,4.307080805E-2,9.842277527E0,9.847839458E0
3.532404845E0,3.281157911E-1,3.349951655E-2,9.842277527E0,9.847802247E0
3.534834637E0,3.281157911E-1,3.110669367E-2,9.847063065E0,9.852577257E0
3.537264429E0,3.209373355E-1,3.349951655E-2,9.844670296E0,9.849957169E0
3.539694220E0,3.352942765E-1,3.110669367E-2,9.842277527E0,9.848036190E0
3.542123960E0,3.448655605E-1,3.828516230E-2,9.842277527E0,9.848391997E0
3.544553752E0,3.185445070E-1,4.546362907E-2,9.849455833E0,9.854710435E0
3.546983491E0,3.113660514E-1,4.307080805E-2,9.847063065E0,9.852078710E0
3.549413283E0,3.209373355E-1,3.349951655E-2,9.837491989E0,9.842782718E0
3.551843075E0,3.257229924E-1,4.067798331E-2,9.839884758E0,9.845358410E0
3.554272866E0,3.352942765E-1,4.307080805E-2,9.844670296E0,9.850472607E0
3.556702606E0,3.305086195E-1,4.546362907E-2,9.842277527E0,9.847930229E0
3.559132398E0,3.352942765E-1,4.307080805E-2,9.842277527E0,9.848081248E0
3.561562137E0,3.424727321E-1,2.871387079E-2,9.839884758E0,9.845884628E0
3.563991929E0,3.329014480E-1,4.307080805E-2,9.844670296E0,9.850391449E0
3.566421720E0,3.257229924E-1,4.785645381E-2,9.839884758E0,9.845390686E0
3.568851512E0,3.137588799E-1,4.307080805E-2,9.835099220E0,9.840196970E0
3.571281252E0,3.185445070E-1,4.546362907E-2,9.839884758E0,9.845144468E0
3.573711043E0,3.209373355E-1,6.939185411E-2,9.847063065E0,9.852536069E0
3.576140835E0,3.137588799E-1,7.178468257E-2,9.844670296E0,9.849930503E0
3.578570575E0,3.257229924E-1,6.221338734E-2,9.849455833E0,9.855036590E0
3.581000366E0,3.233301640E-1,3.349951655E-2,9.847063065E0,9.852426889E0
3.583430158E0,3.329014480E-1,3.349951655E-2,9.849455833E0,9.855137026E0
3.585859898E0,3.185445070E-1,3.349951655E-2,9.842277527E0,9.847487991E0
3.588289689E0,3.233301640E-1,4.546362907E-2,9.839884758E0,9.845300472E0
3.590719481E0,3.209373355E-1,5.264209956E-2,9.847063065E0,9.852432337E0
3.593149220E0,3.400799036E-1,3.589234129E-2,9.851848602E0,9.857781874E0
3.595579012E0,3.305086195E-1,4.546362907E-2,9.844670296E0,9.850321625E0
3.598008804E0,3.281157911E-1,5.742774159E-2,9.842277527E0,9.847912715E0
3.600438543E0,3.161516786E-1,6.221338734E-2,9.839884758E0,9.845158934E0
